JFJR01012964.1	3
JFJR01013273.1	33
JFJR01013055.1	1190
JFJR01012966.1	9
JFJR01013005.1	11
JFJR01013308.1	14
JFJR01013269.1	15
Scaffold1098	606
Scaffold1096	1701
Scaffold1097	2100
Scaffold1094	1219
JFJR01012259.1	18
JFJR01012960.1	19
Scaffold1093	173
JFJR01013007.1	21
JFJR01012982.1	22
Scaffold348	1835
Scaffold349	2025
Scaffold342	84
Scaffold343	63
Scaffold340	698
Scaffold341	2218
Scaffold346	20
Scaffold347	1569
Scaffold344	78
Scaffold345	1596
JFJR01013338.1	28
JFJR01012692.1	30
JFJR01012962.1	1766
JFJR01013496.1	35
JFJR01013448.1	40
JFJR01012690.1	41
JFJR01013366.1	43
JFJR01013013.1	44
JFJR01012626.1	10
JFJR01013277.1	48
Scaffold128	2048
Scaffold129	1224
Scaffold126	2052
Scaffold127	1189
JFJR01013275.1	54
Scaffold125	1196
Scaffold122	2102
Scaffold123	488
Scaffold120	213
Scaffold121	1062
JFJR01013310.1	58
Scaffold655	1556
Scaffold656	27
Scaffold657	2159
Scaffold650	92
Scaffold651	1542
Scaffold652	6
Scaffold653	1552
Scaffold658	634
Scaffold659	2131
JFJR01012678.1	1779
JFJR01012632.1	699
Scaffold1470	1909
JFJR01012694.1	60
Scaffold1475	151
Scaffold1476	1668
JFJR01011756.1	62
JFJR01013498.1	64
JFJR01012065.1	65
JFJR01013325.1	68
JFJR01012614.1	69
Scaffold1154	2328
JFJR01012612.1	74
JFJR01013051.1	1202
Scaffold1505	1603
Scaffold1500	82
JFJR01012795.1	85
Scaffold1095	2092
Scaffold1092	396
JFJR01013265.1	91
Scaffold1091	161
JFJR01013267.1	510
JFJR01011840.1	100
Scaffold222	2393
Scaffold225	2158
Scaffold1231	2199
Scaffold224	633
JFJR01012721.1	1191
JFJR01013207.1	109
Scaffold229	2126
Scaffold884	1916
JFJR01012895.1	1846
JFJR01013386.1	112
JFJR01013205.1	615
JFJR01012877.1	620
JFJR01013279.1	115
JFJR01013384.1	117
JFJR01012703.1	118
Scaffold435	2020
JFJR01013189.1	120
JFJR01012879.1	122
JFJR01012885.1	711
JFJR01013215.1	127
JFJR01012711.1	128
JFJR01012709.1	130
JFJR01012865.1	132
JFJR01012712.1	1610
Scaffold401	2358
JFJR01012867.1	137
Scaffold400	1427
JFJR01013209.1	138
Scaffold151	2350
Scaffold150	795
Scaffold157	770
JFJR01012719.1	142
JFJR01013331.1	709
JFJR01013546.1	145
Scaffold931	1322
Scaffold930	464
Scaffold933	1452
Scaffold935	1444
Scaffold155	1726
Scaffold937	808
Scaffold936	2303
Scaffold939	1457
Scaffold938	1666
JFJR01012822.1	149
Scaffold1278	939
Scaffold1272	934
Scaffold1273	1819
Scaffold1270	912
Scaffold1271	1795
Scaffold1276	1560
Scaffold1277	1799
Scaffold1274	971
Scaffold1275	37
JFJR01013530.1	897
JFJR01013193.1	158
Scaffold1100	1628
JFJR01013191.1	165
JFJR01012862.1	1617
JFJR01012856.1	131
Scaffold805	159
Scaffold804	1616
Scaffold807	2198
Scaffold806	1677
Scaffold801	1609
Scaffold800	479
Scaffold802	96
Scaffold809	756
Scaffold808	1214
JFJR01012858.1	176
JFJR01012869.1	178
JFJR01011826.1	179
JFJR01013494.1	180
JFJR01013544.1	1326
Scaffold243	2104
Scaffold242	579
Scaffold241	347
Scaffold240	1184
JFJR01013181.1	183
Scaffold246	1225
Scaffold245	2206
Scaffold244	1159
Scaffold249	328
JFJR01013177.1	185
JFJR01012019.1	186
JFJR01013183.1	188
JFJR01013179.1	190
JFJR01013098.1	191
Scaffold1089	388
Scaffold1088	1860
Scaffold1080	1359
Scaffold1083	1436
Scaffold1082	1889
Scaffold1085	1249
Scaffold1084	862
Scaffold1087	977
Scaffold1086	121
Scaffold1039	1852
JFJR01013119.1	194
Scaffold339	2222
Scaffold338	659
Scaffold337	2190
Scaffold336	766
Scaffold335	2114
Scaffold334	679
Scaffold333	1535
Scaffold332	1281
Scaffold331	2142
Scaffold330	668
Scaffold795	1663
Scaffold794	806
Scaffold797	1620
Scaffold796	105
Scaffold791	39
Scaffold790	749
JFJR01013288.1	200
JFJR01013115.1	201
JFJR01012930.1	1140
Scaffold799	2239
Scaffold798	718
JFJR01012666.1	1211
JFJR01013139.1	829
JFJR01013113.1	204
JFJR01013568.1	205
JFJR01012950.1	206
JFJR01013109.1	207
Scaffold481	171
Scaffold480	1173
JFJR01013187.1	208
JFJR01012952.1	1206
Scaffold485	244
Scaffold484	1698
Scaffold487	311
Scaffold486	1761
Scaffold489	34
Scaffold488	1155
JFJR01013094.1	211
Scaffold669	1591
Scaffold668	675
Scaffold661	2007
Scaffold660	639
Scaffold663	907
Scaffold662	1626
Scaffold665	1932
Scaffold664	522
JFJR01012904.1	218
JFJR01013465.1	219
JFJR01012922.1	220
Scaffold468	2384
JFJR01013389.1	1179
Scaffold463	416
JFJR01012958.1	223
Scaffold461	864
Scaffold460	1782
JFJR01013101.1	224
Scaffold466	1952
Scaffold465	800
Scaffold464	45
JFJR01012924.1	225
JFJR01012870.1	1627
JFJR01013321.1	231
Scaffold1461	1913
Scaffold1460	1505
JFJR01013117.1	232
JFJR01012926.1	233
JFJR01013564.1	235
JFJR01013475.1	236
JFJR01013095.1	1730
JFJR01013286.1	239
JFJR01013254.1	240
JFJR01013284.1	246
JFJR01012963.1	247
JFJR01013469.1	252
JFJR01013282.1	253
JFJR01013105.1	256
JFJR01013467.1	258
JFJR01012571.1	259
Scaffold53	1702
JFJR01013165.1	261
JFJR01013032.1	263
JFJR01013163.1	265
Scaffold57	1554
JFJR01013451.1	836
JFJR01012975.1	271
JFJR01013016.1	1518
JFJR01013250.1	273
JFJR01013161.1	274
JFJR01013014.1	277
JFJR01012659.1	279
JFJR01012928.1	280
JFJR01013552.1	282
JFJR01012989.1	1502
JFJR01013018.1	283
JFJR01013046.1	285
Scaffold363	2121
JFJR01013550.1	286
Scaffold714	1434
JFJR01013339.1	291
JFJR01013048.1	292
JFJR01012649.1	293
JFJR01013028.1	295
Scaffold1034	840
JFJR01012702.1	1631
JFJR01012673.1	304
Scaffold1311	1739
JFJR01013024.1	305
JFJR01013329.1	307
JFJR01012675.1	308
JFJR01013022.1	309
JFJR01012081.1	2038
JFJR01013554.1	310
JFJR01013335.1	312
Scaffold926	472
Scaffold927	783
Scaffold924	2233
Scaffold925	2365
Scaffold922	484
Scaffold923	1341
JFJR01011686.1	316
JFJR01012596.1	317
Scaffold928	477
Scaffold929	818
Scaffold1265	70
Scaffold1264	945
Scaffold1267	920
Scaffold1261	1540
Scaffold1260	684
Scaffold1262	104
JFJR01013383.1	997
Scaffold1269	59
Scaffold1472	1049
JFJR01008756.1	327
JFJR01013026.1	331
JFJR01013327.1	333
JFJR01012657.1	341
Scaffold818	2089
Scaffold819	1230
Scaffold812	1149
Scaffold813	2034
Scaffold810	1220
Scaffold811	2120
Scaffold816	636
Scaffold814	1177
Scaffold815	2164
JFJR01012783.1	346
JFJR01012669.1	2366
Scaffold250	1215
Scaffold251	2069
Scaffold252	1221
Scaffold253	2076
Scaffold254	1287
Scaffold255	452
Scaffold256	1733
Scaffold257	876
Scaffold258	1740
Scaffold259	884
JFJR01013353.1	351
JFJR01012645.1	641
JFJR01012738.1	356
Scaffold1077	1849
Scaffold1070	443
Scaffold1071	1019
Scaffold1072	413
JFJR01012969.1	847
Scaffold1078	1160
Scaffold1079	1731
Scaffold328	1879
Scaffold329	97
Scaffold324	2246
Scaffold325	725
JFJR01012768.1	360
Scaffold327	1516
Scaffold320	2173
Scaffold321	2270
JFJR01011729.1	362
Scaffold323	1299
Scaffold991	2014
JFJR01012736.1	365
JFJR01013345.1	368
JFJR01012667.1	369
JFJR01012730.1	370
JFJR01012539.1	1403
Scaffold1180	1344
Scaffold497	1258
Scaffold1182	101
Scaffold1183	447
Scaffold1184	448
JFJR01013082.1	850
Scaffold1186	456
Scaffold491	155
Scaffold1188	1985
Scaffold1189	1424
JFJR01013270.1	377
Scaffold498	403
Scaffold499	1900
Scaffold678	643
Scaffold679	2253
JFJR01012798.1	654
Scaffold677	1136
Scaffold674	656
Scaffold675	187
Scaffold672	1263
Scaffold673	1145
Scaffold670	739
JFJR01013519.1	381
Scaffold478	1656
Scaffold479	2029
Scaffold470	2387
Scaffold471	905
Scaffold472	1758
Scaffold473	1517
JFJR01012744.1	384
Scaffold475	1415
Scaffold476	2287
Scaffold477	144
Scaffold1458	649
Scaffold1456	1573
Scaffold1450	1577
Scaffold1451	724
Scaffold788	1065
Scaffold789	1602
JFJR01012734.1	394
Scaffold783	1938
Scaffold780	782
Scaffold786	1363
Scaffold787	1355
JFJR01013244.1	397
Scaffold785	426
JFJR01013509.1	398
JFJR01012752.1	400
JFJR01013396.1	25
JFJR01012750.1	405
JFJR01013148.1	406
JFJR01013052.1	2050
JFJR01013515.1	409
JFJR01013398.1	411
JFJR01012740.1	414
JFJR01012760.1	418
JFJR01012766.1	423
JFJR01013539.1	424
JFJR01012764.1	429
JFJR01013507.1	430
JFJR01013324.1	1657
JFJR01012290.1	203
JFJR01013222.1	440
JFJR01013527.1	442
JFJR01013525.1	446
Scaffold196	757
JFJR01013523.1	450
JFJR01012901.1	454
Scaffold192	1421
JFJR01012907.1	458
JFJR01013281.1	459
JFJR01013360.1	1808
JFJR01012823.1	1665
Scaffold209	266
JFJR01012913.1	471
Scaffold208	650
JFJR01013144.1	473
Scaffold1213	1529
Scaffold206	1929
JFJR01012915.1	476
Scaffold5	1937
JFJR01013293.1	465
Scaffold1211	2205
Scaffold1212	1343
JFJR01013146.1	478
Scaffold1214	702
Scaffold1215	2234
Scaffold1218	710
Scaffold3	1217
JFJR01013410.1	482
JFJR01011478.1	483
Scaffold201	580
JFJR01013069.1	487
JFJR01012981.1	871
JFJR01013535.1	42
JFJR01012813.1	491
JFJR01013166.1	493
JFJR01013537.1	495
Scaffold869	1046
Scaffold868	245
Scaffold867	1762
Scaffold866	163
Scaffold865	1685
Scaffold864	172
Scaffold863	1691
Scaffold862	181
Scaffold861	314
JFJR01013164.1	497
Scaffold1329	1083
Scaffold1324	475
Scaffold1325	238
Scaffold1326	436
Scaffold1327	83
Scaffold1321	1983
JFJR01013424.1	499
Scaffold1323	125
JFJR01012911.1	625
JFJR01013478.1	502
JFJR01012903.1	486
Scaffold265	278
Scaffold264	1110
Scaffold267	856
Scaffold266	12
Scaffold261	889
Scaffold260	935
JFJR01012805.1	504
JFJR01013043.1	648
JFJR01012780.1	143
Scaffold269	851
Scaffold268	4
JFJR01008577.1	667
JFJR01013152.1	509
JFJR01013529.1	511
JFJR01013408.1	512
JFJR01013045.1	692
JFJR01011460.1	514
Scaffold1067	378
Scaffold1066	1910
Scaffold1065	382
JFJR01013320.1	1689
Scaffold1062	390
Scaffold1061	1917
Scaffold426	1111
Scaffold1069	349
Scaffold1068	1864
Scaffold311	2160
Scaffold310	1308
Scaffold313	991
Scaffold312	1303
Scaffold315	2237
Scaffold314	1376
Scaffold317	1532
Scaffold316	2183
Scaffold319	427
Scaffold318	408
JFJR01013168.1	521
JFJR01012088.1	526
JFJR01012801.1	529
JFJR01012819.1	530
JFJR01012899.1	1856
Scaffold1193	855
Scaffold1191	480
Scaffold1190	714
Scaffold1197	1325
JFJR01013041.1	838
Scaffold1195	1332
Scaffold1194	1057
Scaffold1199	1290
Scaffold1198	435
JFJR01012696.1	535
Scaffold682	1395
Scaffold681	366
Scaffold680	730
Scaffold687	2228
Scaffold686	1371
Scaffold685	2232
Scaffold684	1885
JFJR01013368.1	868
Scaffold689	996
JFJR01011881.1	539
JFJR01013067.1	542
Scaffold449	2216
Scaffold448	439
Scaffold445	1077
Scaffold444	2332
JFJR01012809.1	545
Scaffold446	1550
Scaffold441	817
Scaffold440	807
Scaffold443	2369
JFJR01012778.1	2077
JFJR01013065.1	547
Scaffold1441	1524
Scaffold1440	2382
Scaffold1442	751
Scaffold1445	1228
Scaffold1444	618
Scaffold1447	728
Scaffold1446	2127
JFJR01013470.1	554
JFJR01013073.1	555
JFJR01012797.1	992
JFJR01013374.1	559
JFJR01013472.1	564
JFJR01013075.1	565
JFJR01012785.1	1033
JFJR01013077.1	570
JFJR01012698.1	573
JFJR01012787.1	576
Scaffold860	775
Scaffold940	2320
JFJR01012893.1	108
JFJR01013404.1	581
JFJR01013126.1	1686
JFJR01012640.1	584
JFJR01013057.1	585
JFJR01012578.1	1687
JFJR01013406.1	587
Scaffold945	790
JFJR01013134.1	590
JFJR01012793.1	1153
JFJR01013079.1	498
JFJR01012965.1	852
JFJR01013372.1	1293
JFJR01012791.1	598
JFJR01012984.1	603
JFJR01013340.1	604
Scaffold1322	1635
JFJR01013346.1	607
JFJR01013402.1	321
JFJR01012326.1	616
JFJR01013059.1	617
JFJR01013493.1	2169
JFJR01012701.1	114
JFJR01013482.1	621
JFJR01013322.1	1695
JFJR01012443.1	501
JFJR01013484.1	628
JFJR01012980.1	630
JFJR01012777.1	1300
JFJR01013006.1	904
JFJR01012986.1	637
JFJR01013342.1	638
JFJR01013371.1	2156
JFJR01013219.1	642
JFJR01012395.1	503
Scaffold74	1723
JFJR01013492.1	337
Scaffold1142	1863
JFJR01012988.1	1890
Scaffold1203	2301
Scaffold1201	1362
JFJR01013362.1	647
Scaffold1207	1306
Scaffold1206	921
Scaffold1205	2211
Scaffold1204	1914
Scaffold1209	1357
Scaffold262	1104
Scaffold736	1857
JFJR01012875.1	1896
Scaffold735	1649
JFJR01013480.1	653
Scaffold734	136
JFJR01013312.1	657
JFJR01012340.1	662
JFJR01012763.1	663
Scaffold878	26
Scaffold879	460
Scaffold874	467
Scaffold875	226
Scaffold877	462
Scaffold870	1122
Scaffold871	1699
JFJR01012761.1	669
JFJR01013229.1	670
JFJR01013316.1	672
JFJR01013502.1	673
Scaffold1337	661
Scaffold1336	1694
Scaffold1335	182
Scaffold1333	1022
Scaffold1332	242
Scaffold1331	982
Scaffold1330	250
JFJR01013504.1	680
JFJR01013227.1	683
JFJR01013195.1	686
JFJR01012771.1	687
JFJR01011564.1	688
JFJR01013239.1	689
Scaffold1101	608
JFJR01013221.1	693
JFJR01012291.1	694
Scaffold1052	1255
Scaffold1050	1250
Scaffold1051	399
Scaffold1056	404
Scaffold1057	1244
Scaffold1058	391
Scaffold1059	1276
Scaffold501	1791
JFJR01012921.1	1707
Scaffold306	777
Scaffold307	1632
Scaffold304	729
Scaffold305	2252
Scaffold302	651
Scaffold303	2187
Scaffold300	646
Scaffold301	2178
Scaffold308	1272
Scaffold309	2133
JFJR01013185.1	701
JFJR01013096.1	706
JFJR01013231.1	707
Scaffold1064	1915
JFJR01012733.1	126
JFJR01013237.1	713
JFJR01013199.1	716
JFJR01012863.1	717
Scaffold278	2389
Scaffold279	1530
JFJR01013225.1	720
Scaffold272	17
Scaffold273	866
Scaffold270	1764
Scaffold271	248
Scaffold276	1743
JFJR01013197.1	722
JFJR01013378.1	723
Scaffold275	257
Scaffold690	1304
Scaffold691	489
Scaffold692	1350
Scaffold693	494
Scaffold694	1354
Scaffold695	1008
Scaffold696	1903
Scaffold697	519
Scaffold698	1867
Scaffold699	433
Scaffold452	2026
Scaffold453	1464
Scaffold450	466
Scaffold451	1494
Scaffold456	1161
Scaffold457	110
Scaffold454	1834
Scaffold455	1380
Scaffold458	2
Scaffold459	262
JFJR01013201.1	1927
JFJR01013092.1	733
JFJR01012811.1	518
JFJR01013090.1	736
JFJR01013233.1	737
JFJR01013217.1	740
Scaffold447	1476
JFJR01013211.1	741
JFJR01013423.1	742
JFJR01012717.1	743
JFJR01012873.1	745
JFJR01013562.1	746
JFJR01013213.1	747
JFJR01013421.1	748
JFJR01012707.1	750
JFJR01013560.1	752
JFJR01013427.1	754
JFJR01012845.1	758
JFJR01013431.1	760
JFJR01012713.1	762
JFJR01012843.1	763
JFJR01013433.1	764
JFJR01012828.1	765
JFJR01012841.1	2193
JFJR01013435.1	767
JFJR01013114.1	1717
Scaffold7	1943
JFJR01012715.1	548
JFJR01012826.1	772
JFJR01012820.1	773
JFJR01012802.1	774
JFJR01012800.1	778
JFJR01013556.1	2326
JFJR01012850.1	784
JFJR01013337.1	785
JFJR01012852.1	792
JFJR01012830.1	793
JFJR01012854.1	798
JFJR01013111.1	803
JFJR01013457.1	804
JFJR01013070.1	805
Scaffold1238	691
Scaffold1239	2177
Scaffold1236	1292
Scaffold1237	438
Scaffold1234	1296
Scaffold1235	444
Scaffold1232	1302
Scaffold1233	2196
Scaffold1230	671
JFJR01013072.1	811
JFJR01013131.1	812
JFJR01013030.1	2023
JFJR01013445.1	814
JFJR01013391.1	1886
JFJR01013558.1	129
JFJR01013133.1	135
JFJR01013447.1	820
JFJR01011449.1	822
Scaffold934	2310
JFJR01013103.1	825
Scaffold841	7
Scaffold840	1793
Scaffold843	525
Scaffold842	421
Scaffold845	214
Scaffold844	1334
Scaffold847	2349
Scaffold846	1388
Scaffold849	1495
Scaffold848	801
JFJR01012954.1	830
Scaffold1308	1924
Scaffold1309	457
JFJR01013127.1	831
JFJR01013453.1	832
Scaffold1303	386
Scaffold1300	2269
Scaffold1301	1396
Scaffold1306	392
JFJR01012956.1	834
JFJR01013125.1	835
JFJR01012807.1	532
JFJR01013323.1	270
JFJR01012689.1	837
Scaffold1196	437
JFJR01013129.1	839
JFJR01012944.1	842
Scaffold1045	629
Scaffold1046	2153
Scaffold1041	1785
Scaffold1040	264
Scaffold1043	407
Scaffold1042	1262
JFJR01012920.1	844
JFJR01012942.1	845
Scaffold997	2061
Scaffold996	1183
Scaffold995	1437
Scaffold994	575
Scaffold993	1428
Scaffold992	1156
JFJR01012940.1	848
Scaffold990	1185
Scaffold999	296
Scaffold998	1204
Scaffold513	36
Scaffold512	1004
Scaffold511	153
Scaffold510	1128
Scaffold517	1247
Scaffold516	1007
Scaffold515	162
Scaffold514	2189
JFJR01013272.1	854
Scaffold519	1737
Scaffold518	721
JFJR01012967.1	1894
JFJR01012124.1	860
JFJR01012979.1	863
Scaffold199	610
Scaffold198	350
Scaffold197	1195
JFJR01012961.1	449
Scaffold195	588
Scaffold194	1353
Scaffold193	496
JFJR01012983.1	455
Scaffold191	563
Scaffold190	1358
Scaffold9	86
Scaffold8	124
Scaffold207	1236
Scaffold6	419
Scaffold205	1850
Scaffold4	374
Scaffold203	569
Scaffold2	434
Scaffold1	1289
Scaffold0	441
JFJR01012693.1	873
Scaffold688	1368
Scaffold950	2342
JFJR01012973.1	875
JFJR01013246.1	506
Scaffold427	192
JFJR01013449.1	877
Scaffold425	1970
Scaffold424	1071
Scaffold423	2085
Scaffold422	1175
Scaffold421	2109
Scaffold420	553
JFJR01012971.1	528
JFJR01013012.1	883
Scaffold429	197
Scaffold428	1034
JFJR01013276.1	887
JFJR01012977.1	557
JFJR01013010.1	893
JFJR01012991.1	894
JFJR01013274.1	895
JFJR01013459.1	898
JFJR01012681.1	899
Scaffold763	1440
JFJR01013311.1	902
JFJR01013020.1	903
Scaffold739	1041
Scaffold738	1899
Scaffold733	1622
Scaffold732	107
Scaffold731	1586
Scaffold730	704
Scaffold737	1645
JFJR01012679.1	908
JFJR01012691.1	879
JFJR01013313.1	910
JFJR01013000.1	911
JFJR01013242.1	913
JFJR01012959.1	1742
JFJR01010968.1	914
JFJR01013002.1	705
JFJR01013240.1	919
Scaffold442	2325
Scaffold784	2279
Scaffold1060	2137
JFJR01012613.1	924
JFJR01013008.1	925
JFJR01012687.1	929
JFJR01012976.1	1747
JFJR01012794.1	931
JFJR01012886.1	2171
JFJR01011841.1	891
JFJR01011654.1	917
JFJR01012617.1	947
JFJR01009309.1	950
JFJR01013301.1	951
JFJR01012586.1	953
JFJR01012006.1	954
JFJR01013278.1	1574
JFJR01013373.1	2151
JFJR01012369.1	965
JFJR01012582.1	966
JFJR01012605.1	969
JFJR01013188.1	1030
JFJR01012665.1	1166
JFJR01011664.1	978
JFJR01012884.1	1194
JFJR01013214.1	980
JFJR01013128.1	1703
Scaffold1229	2204
Scaffold1228	678
Scaffold1221	1829
Scaffold1225	75
Scaffold1224	1514
Scaffold1227	269
JFJR01013216.1	983
JFJR01012864.1	984
JFJR01012661.1	985
JFJR01012888.1	986
JFJR01012714.1	275
JFJR01012252.1	990
JFJR01012718.1	1167
Scaffold508	2323
Scaffold1200	2220
JFJR01012746.1	993
Scaffold856	193
Scaffold857	1094
Scaffold854	189
Scaffold855	1035
Scaffold852	797
Scaffold853	1028
Scaffold850	196
Scaffold851	1648
Scaffold858	260
Scaffold859	2317
Scaffold1315	227
Scaffold1314	1745
Scaffold1316	1126
JFJR01012898.1	833
Scaffold1310	1980
Scaffold1313	221
JFJR01013388.1	1000
Scaffold1319	1736
Scaffold1318	1977
JFJR01010431.1	1203
JFJR01012728.1	1251
JFJR01012896.1	1286
JFJR01013533.1	1013
Scaffold1038	342
JFJR01010145.1	1014
Scaffold1030	915
Scaffold1031	1769
Scaffold1032	869
JFJR01012857.1	1017
JFJR01012890.1	1018
Scaffold1035	1881
Scaffold1036	335
Scaffold1037	1847
Scaffold676	2201
JFJR01012859.1	1020
Scaffold984	2080
Scaffold986	549
Scaffold987	2073
Scaffold980	329
Scaffold981	1170
Scaffold982	322
Scaffold983	552
Scaffold469	1527
Scaffold988	546
Scaffold989	2044
Scaffold500	1037
JFJR01013180.1	1025
Scaffold502	1032
Scaffold503	1757
Scaffold504	1401
Scaffold505	1551
Scaffold506	989
Scaffold507	1920
JFJR01013390.1	1026
Scaffold509	150
JFJR01013182.1	1029
JFJR01013392.1	759
Scaffold1144	38
Scaffold1147	888
Scaffold1140	1511
Scaffold189	975
JFJR01010159.1	1036
Scaffold1143	880
Scaffold184	1438
Scaffold185	1721
Scaffold186	1975
Scaffold187	595
JFJR01013394.1	1038
Scaffold1149	284
Scaffold182	1374
Scaffold183	1205
Scaffold218	582
Scaffold219	2108
Scaffold214	1223
Scaffold215	2081
Scaffold216	612
Scaffold217	2143
Scaffold210	2083
JFJR01013531.1	1043
Scaffold212	2124
JFJR01013289.1	1045
Scaffold1075	412
JFJR01013248.1	1615
Scaffold434	523
JFJR01012658.1	1794
Scaffold436	492
Scaffold437	1345
Scaffold430	1040
Scaffold431	160
Scaffold432	1012
Scaffold433	2046
Scaffold438	318
Scaffold439	703
JFJR01013108.1	1051
Scaffold1494	1660
JFJR01013521.1	1576
JFJR01013158.1	1056
JFJR01012849.1	1389
JFJR01012732.1	979
JFJR01013106.1	1061
JFJR01012905.1	1734
Scaffold728	735
Scaffold729	1583
Scaffold124	2008
JFJR01013100.1	1063
Scaffold722	111
Scaffold723	957
Scaffold724	116
Scaffold725	962
Scaffold726	119
Scaffold727	972
JFJR01012925.1	1064
JFJR01012909.1	1066
JFJR01012927.1	1067
JFJR01012788.1	1069
JFJR01013121.1	827
JFJR01013549.1	1070
JFJR01013513.1	2170
Scaffold80	2298
Scaffold81	821
Scaffold82	1676
Scaffold83	297
Scaffold84	2304
Scaffold85	928
Scaffold86	572
Scaffold87	958
Scaffold88	605
Scaffold89	1002
JFJR01013172.1	1073
Scaffold1385	1862
JFJR01012917.1	1075
JFJR01013476.1	1076
JFJR01013285.1	1079
JFJR01013174.1	1080
JFJR01012919.1	1081
Scaffold892	988
Scaffold893	1377
JFJR01013283.1	1084
Scaffold234	1470
Scaffold891	2219
JFJR01013299.1	1087
JFJR01013104.1	1088
JFJR01012939.1	1089
JFJR01011254.1	1090
Scaffold896	2293
Scaffold1226	1600
Scaffold233	1506
JFJR01013400.1	1093
Scaffold894	2276
JFJR01012716.1	1095
JFJR01013295.1	1841
JFJR01012935.1	1097
Scaffold231	1513
JFJR01013162.1	1098
JFJR01013033.1	1780
JFJR01013297.1	1873
JFJR01012974.1	1100
JFJR01012933.1	1101
JFJR01010659.1	1102
JFJR01013160.1	1107
JFJR01013363.1	2175
JFJR01013291.1	1112
JFJR01012929.1	1115
JFJR01013170.1	1116
JFJR01013474.1	1117
JFJR01012978.1	1118
JFJR01013553.1	1119
JFJR01013150.1	1120
JFJR01013047.1	1121
JFJR01011480.1	1124
JFJR01013551.1	1125
JFJR01013156.1	1705
JFJR01013049.1	1130
Scaffold68	2037
Scaffold69	796
JFJR01012648.1	1132
JFJR01013154.1	1133
Scaffold62	2385
Scaffold63	1450
Scaffold60	2292
Scaffold61	1934
Scaffold66	550
Scaffold67	51
Scaffold64	1640
Scaffold65	1408
Scaffold140	1786
JFJR01013029.1	1135
Scaffold417	1810
JFJR01012937.1	1137
Scaffold142	2346
Scaffold415	2242
JFJR01013541.1	1141
JFJR01013025.1	1142
Scaffold412	1454
JFJR01013328.1	1144
JFJR01012838.1	1386
Scaffold413	2311
Scaffold410	828
JFJR01013543.1	1146
JFJR01013023.1	1147
Scaffold411	2315
JFJR01013458.1	2106
JFJR01013039.1	1150
JFJR01013318.1	592
JFJR01013037.1	1158
JFJR01012111.1	1162
JFJR01013031.1	1164
Scaffold1360	415
Scaffold1361	1265
Scaffold1362	379
JFJR01011706.1	1165
Scaffold1364	1060
Scaffold1365	755
Scaffold1366	1534
Scaffold1367	1882
Scaffold1368	999
Scaffold1369	789
JFJR01013547.1	1169
JFJR01013027.1	1360
JFJR01013326.1	1174
Scaffold1378	2203
Scaffold1029	1823
Scaffold1028	974
JFJR01013091.1	2268
Scaffold1023	2191
Scaffold1022	1005
Scaffold1021	1245
JFJR01012581.1	1180
Scaffold1027	1831
Scaffold1026	981
Scaffold1025	2392
Scaffold1024	1499
JFJR01013260.1	994
JFJR01013385.1	995
JFJR01013035.1	1186
JFJR01005037.1	1187
Scaffold535	281
Scaffold534	1113
Scaffold537	1178
Scaffold531	2128
Scaffold530	600
Scaffold533	276
Scaffold532	1105
Scaffold539	90
Scaffold538	340
JFJR01013501.1	2197
JFJR01013053.1	1197
Scaffold1157	16
Scaffold1156	1546
JFJR01012646.1	1201
Scaffold1153	786
Scaffold1152	31
Scaffold1151	289
Scaffold1150	1798
Scaffold483	177
Scaffold1159	8
Scaffold1158	1541
Scaffold221	1533
Scaffold220	2388
Scaffold223	2138
JFJR01012480.1	209
Scaffold889	1633
Scaffold888	152
Scaffold227	1171
JFJR01012769.1	1208
